country_code,country,date,Adjusted net savings (% of GNI),"Adolescent birth rate (births per 1,000 women ages 15-19)","Age-standarized mortality rate attributed to noncommunicable diseases, female","Age-standarized mortality rate attributed to noncommunicable diseases, male","Antenatal care coverage, at least one visit (%)",Carbon dioxide emissions (kg per 2010 US$ of GDP),"Carbon dioxide emissions, per capita (tonnes)",Coefficient of human inequality,Concentration index (exports) (value),"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",Contribution of deprivation in education to the Multidimensional Poverty Index,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,Current health expenditure (% of GDP),Degraded land (% of total land area),Domestic credit provided by financial sector (% of GDP),Education index,Employment in agriculture (% of total employment),Employment in services (% of total employment),Employment to population ratio (% ages 15 and older),"Estimated gross national income per capita, female (2011 PPP $)","Estimated gross national income per capita, male (2011 PPP $)",Expected years of schooling (years),"Expected years of schooling, female (years)","Expected years of schooling, male (years)",Exports and imports (% of GDP),Female share of employment in senior and middle management (%),"Foreign direct investment, net inflows (% of GDP)",Forest area (% of total land area),Fossil fuel energy consumption (% of total energy consumption),Fresh water withdrawals (% of total renewable water resources),GDP per capita (2011 PPP $),Gender Development Index (GDI),Gender Inequality Index (GII),Government expenditure on education (% of GDP),Gross capital formation (% of GDP),"Gross domestic product (GDP), total (2011 PPP $ billions)","Gross enrolment ratio, pre-primary (% of preschool-age children)","Gross enrolment ratio, primary (% of primary school-age population)","Gross enrolment ratio, secondary (% of secondary school-age population)","Gross enrolment ratio, tertiary (% of tertiary school-age population)",Gross fixed capital formation (% of GDP),Gross national income (GNI) per capita (2011 PPP $),HDI rank,"HIV prevalence, adult (% ages 15-49)","Homicide rate (per 100,000 people)",Human Development Index (HDI),"Human Development Index (HDI), female","Human Development Index (HDI), male",Income index,Inequality among the poor,Inequality in education (%),Inequality in income (%),Inequality in life expectancy (%),Inequality-adjusted HDI (IHDI),Inequality-adjusted education index,Inequality-adjusted income index,Inequality-adjusted life expectancy index,"Infants lacking immunization, DPT (% of one-year-olds)","Infants lacking immunization, measles (% of one-year-olds)",International inbound tourists (thousands),International student mobility (% of total tertiary enrolment),"Internet users, total (% of population)",Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female","Labour force participation rate (% ages 15 and older), male","Labour share of GDP, comprising wages and social protection transfers (%)",Life expectancy at birth (years),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Life expectancy index,"Literacy rate, adult (% ages 15 and older)",MPI 2019: Contribution of Health,"Malaria incidence (per 1,000 people at risk)","Maternal mortality ratio (deaths per 100,000 live births)",Mean years of schooling (years),"Mean years of schooling, female (years)","Mean years of schooling, male (years)",Median age (years),Mobile phone subscriptions (per 100 people),"Mortality rate attributed to household and ambient air pollution (per 100,000 population)","Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)","Mortality rate, female adult (per 1,000 people)","Mortality rate, infant (per 1,000 live births)","Mortality rate, male adult (per 1,000 people)","Mortality rate, under-five (per 1,000 live births)",Multidimensional poverty index (MPI),Natural resource depletion (% of GNI),"Net migration rate (per 1,000 people)",Net official development assistance received (% of GNI),Old-age (65 and older) dependency ratio (per 100 people ages 15-64),Overall loss in HDI due to inequality (%),Percentage of primary schools with access to the internet,Percentage of secondary schools with access to the internet,Population ages 15–64 (millions),Population ages 65 and older (millions),"Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, headcount (thousands) (for the year of the survey)","Population in multidimensional poverty, headcount (thousands) (projection for 2017)","Population in multidimensional poverty, intensity of deprivation (%)",Population in severe multidimensional poverty (%),Population under age 5 (millions),Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Population vulnerable to multidimensional poverty (%),Population with at least some secondary education (% ages 25 and older),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Primary school dropout rate (% of primary school cohort),Primary school teachers trained to teach (%),"Prison population (per 100,000 people)",Private capital flows (% of GDP),Programme for International Student Assessment (PISA) score in mathematics,Programme for International Student Assessment (PISA) score in reading,Programme for International Student Assessment (PISA) score in science,Proportion of births attended by skilled health personnel (%),Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),"Pupil-teacher ratio, primary school (pupils per teacher)",Ratio of education and health expenditure to military expenditure,Red List Index (value),Refugees by country of origin (thousands),"Remittances, inflows (% of GDP)",Renewable energy consumption (% of total final energy consumption),Research and development expenditure (% of GDP),Rural population with access to electricity (%),Sex ratio at birth (male to female births),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Share of graduates from STEM programmes in tertiary education who are male (%),Share of seats in parliament (% held by women),Skilled labour force (% of labour force),"Suicide rate, female (per 100,000 people)","Suicide rate, male (per 100,000 people)",Survival rate to the last grade of lower secondary general education (%),"Total debt service (% of exports of goods, services and primary income)",Total population (millions),Total unemployment rate (female to male ratio),"Tuberculosis incidence (per 100,000 people)","Unemployment, total (% of labour force)","Unemployment, youth (% ages 15–24)","Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",Urban population (%),Vulnerable employment (% of total employment),Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),Working poor at PPP$3.20 a day (% of total employment),Young age (0-14) dependency ratio (per 100 people ages 15-64),Youth not in school or employment (% ages 15-24),Youth unemployment rate (female to male ratio)
AFG,Afghanistan,2001,,,,,,,,,,,,,,,,0.247,,,,,,6.2,,,,,,,,,,,,,,,,,,,,738.0,,,,0.347,,,0.302,,,,,,,,,,,,,,,,,,56.3,,,0.559,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2002,,,,,,,,,,,,,,,,0.259,,,,,,6.5,,,,,,,,,,,,,,,,,,,,1159.0,,,,0.378,,,0.37,,,,,,,,,,,,,,,,,,56.8,,,0.566,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2003,,,,,,,,,,,,,,,,0.271,,,,,,6.8,,,,,,,,,,,,,,,,,,,,1176.0,,,,0.387,,,0.372,,,,,,,,,,,,,,,,,,57.3,,,0.573,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2004,,,,,,,,,,,,,,,,0.302,,,,,,7.9,,,,,,,,,,,,,,,,,,,,1126.0,,,,0.4,,,0.366,,,,,,,,,,,,,,,,,,57.8,,,0.581,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2005,,146.4,,,,,,,,13.6,,,9.9,,,0.312,61.5,26.8,62.5,665.0,1699.0,8.1,4.9,11.2,99.2,,4.4,2.1,,,1099.0,0.617,0.674,,23.2,28.2,,101.0,19.0,,23.2,1198.0,,,,0.41,0.302,0.49,0.375,,,,,,,,,24.0,50.0,,,1.2,64.4,44.0,83.1,,58.3,59.6,57.0,0.589,,,28.9,821.0,2.6,1.0,4.2,16.0,4.7,,,256.0,78.4,300.0,110.1,,,6.4,,4.5,,,,12.8,0.6,,,,,,4.9,36.0,28.0,,14.5,6.3,22.3,,,,,,,,,,,,,,,40.9,,8.0,1.06,18.2,,25.9,,,,,,25.7,0.84,189.0,2.9,4.5,,22.7,91.0,,91.1,95.9,,0.96
AFG,Afghanistan,2006,,,,,,,,,,,,,,,,0.324,,,,,,8.4,,,,,,,,,,,,,26.4,,,,,,,1244.0,,,,0.419,,,0.381,,,,,,,,,,,,,,,,,,58.8,,,0.597,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2007,,,,,,,,,,,,,,,,0.336,,,,,,8.7,,,,,,,,,,,,,20.1,,,,,,,1361.0,,,,0.431,,,0.394,,,,,,,,,,,,,,,,,,59.4,,,0.606,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2008,,,,,,,,,,,,,,,,0.342,,,,,,8.8,,,,,,,,,,,,,19.0,,,,,,,1358.0,,,,0.436,,,0.394,,,,,,,,,,,,,,,,,,59.9,,,0.614,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2009,,,,,,,,,,,,,,,,0.352,,,,,,8.9,,,,,,,,,,,,,18.0,,,,,,,1498.0,,,,0.447,,,0.409,,,,,,,,,,,,,,,,,,60.5,,,0.623,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,2010,-15.7,133.1,826.1,946.0,59.6,,,,0.299,21.8,,,8.6,,4.8,0.372,48.8,36.1,61.9,963.0,2353.0,9.5,7.2,11.6,81.3,,1.2,2.1,,,1672.0,0.69,0.665,3.5,18.0,48.8,,102.0,52.0,,18.0,1675.0,,,3.4,0.464,0.369,0.535,0.426,,39.3,,58.8,,0.226,,0.26,28.0,38.0,,,4.0,63.3,42.7,82.7,,61.0,62.5,59.7,0.631,,,15.9,584.0,3.2,1.2,5.1,15.9,35.0,,,229.0,65.6,271.0,90.0,,0.3,-7.6,40.7,4.7,,,,14.4,0.7,,,,,,5.3,48.0,34.0,,18.2,5.9,29.8,,,63.0,-1.1,,,,34.3,,44.0,6.2,,,2.18,14.8,,30.2,1.06,20.7,,27.6,,2.1,12.5,,0.4,29.2,1.45,189.0,2.3,3.8,,23.7,90.3,,83.5,97.3,,1.42
AFG,Afghanistan,2011,-12.4,126.6,,,47.9,,,,0.258,21.2,,,8.6,,-2.6,0.374,44.5,39.7,62.3,944.0,2275.0,9.5,7.4,11.4,88.8,,0.3,2.1,,,1627.0,0.699,0.654,3.4,16.7,49.0,,99.0,53.0,4.0,16.7,1625.0,,,4.1,0.465,0.374,0.535,0.421,,39.3,,50.9,,0.227,,0.314,22.0,36.0,,,5.0,63.5,43.3,82.6,,61.6,63.0,60.2,0.639,31.7,,19.9,536.0,3.3,1.2,5.3,,45.8,,,224.0,63.2,266.0,86.2,,0.3,,38.6,4.7,,,,15.0,0.7,,,,,,5.4,51.0,35.0,,19.2,6.6,31.2,,,,0.2,,,,38.6,,44.0,6.6,,,1.01,11.5,,29.6,,22.2,,27.6,,,,,0.3,30.1,1.93,189.0,2.0,3.4,,23.9,90.1,2.6,80.8,95.5,,1.61
AFG,Afghanistan,2012,-2.6,120.2,,,51.2,,,,0.278,,,,7.9,,-2.0,0.39,38.9,44.0,62.8,1044.0,2472.0,10.0,7.5,11.6,81.6,,0.3,2.1,,,1773.0,0.704,0.644,2.5,16.9,55.2,,105.0,55.0,,16.9,1776.0,,,6.3,0.479,0.384,0.545,0.435,,39.3,,50.9,,0.237,,0.318,22.0,41.0,,,5.5,63.9,44.1,82.5,,62.1,63.5,60.7,0.647,,,11.8,496.0,3.4,1.3,5.4,,49.2,,,220.0,60.9,261.0,82.6,,0.3,,33.3,4.7,,,,15.7,0.7,,,,,,5.4,54.0,37.0,,20.2,7.3,32.6,,,80.0,-0.2,,,,39.9,,45.0,8.9,,,1.1,14.0,,60.8,,23.9,,27.6,,,,,0.6,31.2,2.55,189.0,1.7,2.9,,24.2,89.9,,76.4,93.2,,1.95
AFG,Afghanistan,2013,5.5,113.7,,,,,,30.0,0.253,,,,8.8,,-2.1,0.398,38.7,44.2,63.2,1082.0,2509.0,10.2,7.6,11.8,74.7,,0.2,2.1,,,1808.0,0.707,0.633,3.4,17.3,58.3,,106.0,55.0,,17.3,1814.0,,,,0.485,0.39,0.551,0.438,,45.0,10.8,34.3,0.333,0.219,0.391,0.43,24.0,43.0,,,5.9,64.3,45.0,82.4,,62.5,64.0,61.1,0.654,,,8.7,459.0,3.5,1.4,5.5,,52.1,,,215.0,58.7,257.0,79.2,,0.2,,25.0,4.7,31.4,,,16.5,0.8,,,,,,5.4,56.0,38.0,,21.2,8.0,34.0,,,,0.1,,,,,,46.0,11.4,,,1.63,16.3,,62.9,,24.1,,27.6,,,,,1.6,32.3,2.33,189.0,1.7,3.0,,24.4,89.8,,75.2,90.6,,1.87
AFG,Afghanistan,2014,2.7,107.3,,,63.2,,,30.0,0.292,,,,9.5,,-0.6,0.403,38.7,43.9,63.7,1088.0,2466.0,10.3,7.7,12.0,67.2,,0.2,2.1,,,1796.0,0.71,0.623,3.7,18.2,59.9,,107.0,54.0,8.0,18.2,1796.0,,,,0.488,0.394,0.555,0.436,,44.8,10.8,34.3,0.335,0.223,0.389,0.434,27.0,40.0,,-7.4,7.0,64.8,46.0,82.3,,63.0,64.5,61.6,0.661,,,11.3,425.0,3.5,1.5,5.6,,55.2,,,211.0,56.7,253.0,76.0,,0.2,,24.1,4.7,31.4,,,17.3,0.8,,,,,,5.5,59.0,39.0,,22.2,8.8,35.4,,,81.0,0.0,,,,45.2,,,10.2,,,1.24,19.3,,86.5,,24.4,,27.6,,,,,1.9,33.4,2.33,189.0,1.7,3.0,,24.6,89.8,3.8,74.0,87.9,,1.87
AFG,Afghanistan,2015,0.3,100.8,801.4,902.3,58.6,,,30.4,0.35,,,,10.1,8.0,-0.4,0.405,38.7,43.7,64.2,1096.0,2432.0,10.2,7.8,12.2,55.1,,0.8,2.1,,,1767.0,0.712,0.614,3.2,19.5,60.8,,107.0,54.0,,19.5,1783.0,,,10.0,0.49,0.399,0.56,0.435,,44.8,10.8,35.7,0.334,0.224,0.388,0.429,27.0,37.0,,,8.3,65.3,47.0,82.3,,63.4,64.9,62.0,0.667,,,14.2,396.0,3.6,1.6,5.8,17.2,57.3,,,207.0,54.9,249.0,73.1,,0.2,3.3,21.2,4.7,31.9,,,18.1,0.9,,,,,,5.5,62.0,41.0,,22.2,8.8,35.4,,,,-0.4,,,,50.5,,44.0,13.4,,,1.75,18.4,,64.6,1.06,24.6,,27.4,,2.1,10.9,69.0,2.9,34.4,2.25,189.0,1.7,2.9,,24.8,89.7,,73.1,85.2,,1.86
AFG,Afghanistan,2016,3.5,90.2,805.3,904.5,,,,28.2,0.323,22.5,45.0,45.0,10.2,,-1.2,0.406,38.8,43.8,64.5,1099.0,2396.0,10.3,7.9,12.5,47.7,,0.5,2.1,,,1757.0,0.714,0.605,4.2,17.8,62.2,,,52.0,,17.8,1766.0,,,6.6,0.491,0.401,0.562,0.434,0.02,45.4,10.8,28.4,0.346,0.222,0.387,0.482,27.0,36.0,,,11.2,65.6,47.8,82.2,,63.8,65.3,62.3,0.673,,10.0,23.0,,3.6,1.6,5.8,,61.1,211.0,13.9,202.0,53.2,245.0,70.4,0.272,0.3,,20.9,4.7,29.6,,,18.8,0.9,55.9,19376.0,19865.0,48.6,24.9,5.5,64.0,42.0,18.1,23.2,9.5,36.8,,,,0.0,,,,,,,15.1,,,3.37,,,97.1,,25.0,,27.4,,2.1,10.6,83.0,4.0,35.4,2.36,189.0,1.6,2.8,24.5,25.0,89.6,,72.3,83.2,,1.82
AFG,Afghanistan,2017,2.7,79.6,,,,,,28.2,0.37,,,,,,-2.5,0.408,38.8,43.8,64.9,1112.0,2386.0,10.1,8.0,12.7,51.2,4.3,0.3,,,,1758.0,0.719,0.59,3.9,19.2,63.8,,104.0,55.0,,19.2,1767.0,170.0,,7.1,0.493,0.408,0.567,0.434,,45.4,10.8,28.4,0.347,0.223,0.387,0.486,27.0,36.0,,,13.5,65.9,48.5,82.2,,64.1,65.7,62.7,0.679,,,23.0,,3.8,1.8,5.9,,65.9,,,198.0,51.5,240.0,67.9,,0.3,,18.7,4.8,29.6,,,19.5,0.9,,,,,,5.6,67.0,43.0,,25.1,11.4,36.9,,,84.0,-0.5,,,,53.4,,44.0,,,,3.64,,,97.1,,25.3,,27.4,19.2,,,,4.0,36.3,2.27,189.0,1.6,2.7,,25.2,89.5,7.2,71.4,81.3,42.0,1.81
AFG,Afghanistan,2018,,69.0,,,,,,,,,,,,,-5.3,0.413,38.6,43.8,64.9,1102.0,2355.0,10.1,7.9,12.5,,,,,,,1735.0,0.723,0.575,,,64.5,,,,10.0,,1746.0,170.0,,,0.496,0.411,0.568,0.432,,45.4,,28.3,,0.225,,0.491,27.0,36.0,,,,66.0,48.7,82.1,,64.5,66.0,63.0,0.684,,,,,3.9,1.9,6.0,,59.1,,,,,,,,,,,4.8,,,,20.2,1.0,,,,,,5.6,,,,26.1,13.2,36.9,,,,,,,,58.8,,,,0.837,2676.6,1.99,,,,1.06,25.5,,27.4,,,,,,37.2,2.18,,1.5,2.6,,25.5,89.4,,70.3,79.3,,1.76
AFG,Afghanistan,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
