WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
512,AFG,PCPI,Afghanistan,"Inflation, average consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.263,42.413,49.351,54.566,58.269,63.327,80.057,74.604,76.229,85.227,90.717,97.417,101.97,101.296,105.736,110.998,111.693,114.264,120.484,126.258,131.677,137.001,142.54,148.304
512,AFG,PCPIPCH,Afghanistan,"Inflation, average consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.663,16.358,10.569,6.785,8.681,26.419,-6.811,2.179,11.804,6.441,7.386,4.674,-0.662,4.384,4.976,0.626,2.302,5.443,4.793,4.292,4.043,4.043,4.043
512,AFG,PCPIE,Afghanistan,"Inflation, end of period consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42.89,45.691,51.752,57.219,59.671,69.273,82.306,74.211,81.814,89.433,94.687,101.543,103.053,104.218,109,112.315,113.162,116.3,122.115,127.61,132.715,138.023,143.544,149.286
512,AFG,PCPIEPCH,Afghanistan,"Inflation, end of period consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.53,13.266,10.562,4.285,16.092,18.814,-9.836,10.246,9.312,5.875,7.241,1.487,1.131,4.588,3.041,0.755,2.773,5,4.5,4,4,4,4
512,AFG,FLIBOR6,Afghanistan,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,TM_RPCH,Afghanistan,Volume of imports of goods and services,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37.3,1.403,55.435,-2.324,-9.869,-7.882,28.046,32.285,12.751,31.436,3.671,-14.976,15.309,-7.929,4.442,-4.551,-7.862,4.926,4.958,-0.122,0.535,0.162,1.535
512,AFG,TMG_RPCH,Afghanistan,Volume of Imports of goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.018,-0.96,51.689,-1.056,-15.195,-2.958,25.444,33.425,8.001,36.034,7.935,-16.77,23.256,-7.608,2.597,-7.405,-5.758,6.448,4.605,-0.57,0.093,-0.303,1.628
512,AFG,TX_RPCH,Afghanistan,Volume of exports of goods and services,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.262,-5.861,46.497,-7.933,-10.109,-6.911,31.23,9.768,1.786,-23.92,-37.564,51.44,-11.585,-15.409,-5.883,28.901,-5.116,-33.428,38.067,32.973,10.014,8.83,9.642
512,AFG,TXG_RPCH,Afghanistan,Volume of exports of goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,87.548,-27.364,17.543,-33.218,39.065,50.728,-20.6,-2.964,-10.267,4.539,10.092,34.84,12.919,12.99,18.262,3.793,0.068,-27.053,34.963,26.897,9.36,9.244,10.325
512,AFG,LUR,Afghanistan,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,LE,Afghanistan,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,LP,Afghanistan,Population,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.203,23.116,24.019,24.861,25.631,26.617,27.294,28.004,28.803,29.709,30.697,31.732,32.758,33.736,34.656,35.53,36.373,37.209,38.055,38.93,39.826,40.742,41.679,42.637
512,AFG,GGR,Afghanistan,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.235,21.618,31.209,44.926,65.518,81.163,88.162,117.745,154.612,177.821,260.571,271.903,280.187,301.356,344.327,347.829,405.873,395.923,437.848,411.943,468.923,540.517,575.625,611.388
512,AFG,GGR_NGDP,Afghanistan,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.845,9.826,12.676,14.733,18.946,18.986,17.036,19.391,21.722,21.265,25.21,24.346,23.684,24.569,28.156,27.059,30.57,26.941,29.868,25.783,26.921,28.553,28.111,27.602
512,AFG,GGX,Afghanistan,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.411,26.242,37.101,47.868,63.294,91.817,108.251,128.548,148.052,183.439,258.689,278.95,300.521,318.255,342.771,356.482,384.176,411.473,478.785,446.653,490.051,549.596,590.034,630.838
512,AFG,GGX_NGDP,Afghanistan,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.943,11.927,15.069,15.698,18.303,21.478,20.918,21.17,20.801,21.937,25.028,24.977,25.402,25.947,28.029,27.732,28.936,27.999,32.661,27.955,28.134,29.033,28.815,28.48
512,AFG,GGXCNL,Afghanistan,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.176,-4.624,-5.891,-2.941,2.225,-10.654,-20.09,-10.803,6.56,-5.618,1.882,-7.047,-20.334,-16.898,1.556,-8.653,21.697,-15.55,-40.936,-34.711,-21.128,-9.079,-14.409,-19.45
512,AFG,GGXCNL_NGDP,Afghanistan,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.098,-2.102,-2.393,-0.965,0.643,-2.492,-3.882,-1.779,0.922,-0.672,0.182,-0.631,-1.719,-1.378,0.127,-0.673,1.634,-1.058,-2.793,-2.172,-1.213,-0.48,-0.704,-0.878
512,AFG,GGSB,Afghanistan,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGSB_NPGDP,Afghanistan,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXONLB,Afghanistan,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.891,-2.797,2.364,-10.524,-19.994,-10.691,6.643,-4.794,2.66,-6.075,-19.935,-16.27,2.35,-7.767,22.486,-14.971,-40.322,-34.083,-20.066,-7.394,-11.975,-16.178
512,AFG,GGXONLB_NGDP,Afghanistan,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.393,-0.917,0.684,-2.462,-3.864,-1.761,0.933,-0.573,0.257,-0.544,-1.685,-1.326,0.192,-0.604,1.694,-1.019,-2.751,-2.133,-1.152,-0.391,-0.585,-0.73
512,AFG,GGXWDN,Afghanistan,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXWDN_NGDP,Afghanistan,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXWDG,Afghanistan,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,618.456,595.36,603.134,629.234,79.485,86.083,98.622,98.658,54.854,62.803,69.947,77.2,102.928,112.281,103.181,102.807,98.042,90.092,115.049,142.295,164.128,187.598,212.424,240.961
512,AFG,GGXWDG_NGDP,Afghanistan,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,345.977,270.602,244.967,206.356,22.985,20.137,19.057,16.247,7.707,7.51,6.767,6.912,8.7,9.154,8.437,7.998,7.384,6.13,7.848,8.906,9.423,9.91,10.374,10.879
512,AFG,NGDP_FY,Afghanistan,"Gross domestic product corresponding to fiscal year, current prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,178.756,220.013,246.21,304.926,345.817,427.495,517.509,607.227,711.759,836.222,"1,033.59","1,116.83","1,183.04","1,226.57","1,222.92","1,285.46","1,327.69","1,469.60","1,465.92","1,597.74","1,741.83","1,893.02","2,047.67","2,215.01"
512,AFG,BCA,Afghanistan,Current account balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.481,1.348,1.915,1.864,1.444,5.424,3.477,5.018,4.51,4.754,2.205,0.291,1.353,0.768,1.623,1.434,2.237,2.209,1.802,1.531,1.65,1.687,1.707,1.709
512,AFG,BCA_NGDPD,Afghanistan,Current account balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.908,29.616,37.216,30.226,20.844,63.39,33.769,41.587,29.43,26.574,10.864,1.444,6.557,3.796,9.018,7.586,12.158,11.705,9.481,7.775,7.924,7.658,7.366,7.013
914,ALB,NGDP_R,Albania,"Gross domestic product, constant prices",390.31,351.279,252.921,234.711,257.243,281.424,306.47,334.359,297.833,324.13,365.912,391.33,423.784,443.009,467.501,493.283,520.544,551.27,584.254,628.073,649.141,673.204,690.339,700.125,707.14,719.688,735.657,760.042,788.94,821.061,839.449,776.248,823.552,871.468,909.038,940.47,972.719
914,ALB,NGDP_RPCH,Albania,"Gross domestic product, constant prices",9.8,-10,-28,-7.2,9.6,9.4,8.9,9.1,-10.924,8.829,12.891,6.946,8.293,4.537,5.529,5.515,5.526,5.903,5.983,7.5,3.354,3.707,2.545,1.418,1.002,1.774,2.219,3.315,3.802,4.071,2.24,-7.529,6.094,5.818,4.311,3.458,3.429
914,ALB,NGDP,Albania,"Gross domestic product, current prices",22.228,20.006,19.519,63.341,149.142,223.571,267.424,334.359,331.324,384.848,443.594,501.199,563.449,610.494,677.738,737.656,804.163,872.735,965.528,"1,080.68","1,143.94","1,239.65","1,300.62","1,332.81","1,350.05","1,395.31","1,434.31","1,472.48","1,550.65","1,635.72","1,678.43","1,570.14","1,691.65","1,827.02","1,951.80","2,077.32","2,210.57"
914,ALB,NGDPD,Albania,"Gross domestic product, current prices",2.779,2.221,1.333,0.843,1.461,2.361,2.882,3.2,2.259,2.56,3.209,3.483,3.928,4.348,5.611,7.185,8.052,8.896,10.677,12.881,12.044,11.937,12.899,12.324,12.784,13.246,11.389,11.862,13.053,15.147,15.276,14.034,14.763,16.13,17.728,18.856,20.052
914,ALB,PPPGDP,Albania,"Gross domestic product, current prices",10.488,9.792,7.289,6.918,7.762,8.673,9.643,10.713,9.707,10.683,12.235,13.377,14.804,15.721,16.898,18.31,19.923,21.738,23.658,25.927,27,28.328,29.655,30.53,30.604,32.529,33.595,34.736,37.609,40.08,41.709,39.113,42.413,45.679,48.512,51.149,53.939
914,ALB,NGDP_D,Albania,"Gross domestic product, deflator",5.695,5.695,7.717,26.987,57.977,79.443,87.259,100,111.245,118.733,121.229,128.076,132.957,137.806,144.97,149.54,154.485,158.314,165.258,172.062,176.223,184.141,188.404,190.368,190.917,193.876,194.97,193.737,196.548,199.22,199.944,202.274,205.409,209.648,214.71,220.88,227.257
914,ALB,NGDPRPC,Albania,"Gross domestic product per capita, constant prices","120,916.02","106,884.08","77,421.84","72,284.50","79,708.68","87,738.26","96,138.99","105,541.55","94,601.80","103,604.50","117,702.98","126,683.82","138,483.63","145,200.81","153,802.80","162,964.38","172,852.94","184,214.30","196,717.32","213,100.25","221,737.48","231,101.54","237,622.40","241,389.08","244,254.87","249,104.37","255,373.96","264,261.27","274,561.41","286,445.51","292,520.04","270,928.27","287,897.61","305,134.61","318,797.49","330,347.43","342,220.73"
914,ALB,NGDPRPPPPC,Albania,"Gross domestic product per capita, constant prices","5,764.05","5,095.15","3,690.69","3,445.79","3,799.70","4,182.47","4,582.93","5,031.15","4,509.66","4,938.81","5,610.89","6,039.00","6,601.50","6,921.70","7,331.76","7,768.49","8,239.88","8,781.47","9,377.49","10,158.46","10,570.20","11,016.58","11,327.43","11,506.99","11,643.60","11,874.77","12,173.64","12,597.30","13,088.31","13,654.82","13,944.39","12,915.12","13,724.04","14,545.73","15,197.04","15,747.62","16,313.62"
914,ALB,NGDPPC,Albania,"Gross domestic product per capita, current prices","6,886.27","6,087.18","5,975.01","19,507.21","46,212.78","69,701.86","83,890.18","105,541.55","105,239.73","123,012.54","142,690.68","162,251.41","184,123.19","200,095.80","222,968.14","243,696.87","267,031.94","291,636.22","325,091.66","366,664.68","390,752.87","425,552.92","447,689.08","459,526.46","466,324.61","482,954.10","497,901.56","511,970.59","539,644.58","570,655.99","584,876.96","548,016.29","591,368.93","639,708.26","684,490.75","729,672.81","777,719.52"
914,ALB,NGDPDPC,Albania,"Gross domestic product per capita, current prices",860.784,675.736,408.022,259.75,452.623,736.028,903.989,"1,009.97",717.381,818.32,"1,032.26","1,127.64","1,283.57","1,425.13","1,846.12","2,373.58","2,673.77","2,972.75","3,595.05","4,370.56","4,114.09","4,097.83","4,439.89","4,248.91","4,415.60","4,584.92","3,953.61","4,124.41","4,542.76","5,284.44","5,323.19","4,898.28","5,160.77","5,647.78","6,217.29","6,623.23","7,054.60"
914,ALB,PPPPC,Albania,"Gross domestic product per capita, current prices","3,249.10","2,979.53","2,231.23","2,130.65","2,405.15","2,703.97","3,024.99","3,381.65","3,083.40","3,414.84","3,935.55","4,330.52","4,837.70","5,152.61","5,559.21","6,048.93","6,615.81","7,264.04","7,965.46","8,796.66","9,222.98","9,724.48","10,207.74","10,526.27","10,570.98","11,259.26","11,662.00","12,077.60","13,088.31","13,982.67","14,534.11","13,651.34","14,826.86","15,994.14","17,013.14","17,966.65","18,976.67"
914,ALB,NGAP_NPGDP,Albania,Output gap in percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,PPPSH,Albania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,0.041,0.036,0.025,0.021,0.022,0.024,0.025,0.026,0.023,0.024,0.026,0.027,0.028,0.029,0.029,0.029,0.029,0.029,0.03,0.031,0.032,0.032,0.031,0.031,0.029,0.03,0.03,0.03,0.031,0.031,0.031,0.03,0.03,0.031,0.031,0.031,0.031
914,ALB,PPPEX,Albania,Implied PPP conversion rate,2.119,2.043,2.678,9.156,19.214,25.778,27.732,31.21,34.131,36.023,36.257,37.467,38.06,38.834,40.108,40.288,40.363,40.148,40.813,41.682,42.367,43.761,43.858,43.655,44.114,42.894,42.694,42.39,41.231,40.812,40.242,40.144,39.885,39.996,40.233,40.613,40.983
914,ALB,NID_NGDP,Albania,Total investment,44.823,49.84,9.509,7.438,18.881,25.603,25.746,18.064,16.659,19.743,19.735,30.796,34.989,35.264,33.897,34.197,36.87,35.698,34.462,33.374,32.641,31.318,33.462,29.824,27.491,27.288,26.237,25.47,24.672,24.34,22.752,22.614,24.087,25.151,24.824,24.572,24.93
914,ALB,NGSD_NGDP,Albania,Gross national savings,38.061,41.016,-8.026,9.426,23.388,21.832,21.481,16.07,10.2,16.235,17.803,23.768,28.703,25.056,26.156,28.359,27.784,29.59,23.837,17.569,16.654,20.023,20.254,19.674,16.827,13.361,15.804,16.796,17.085,17.129,14.887,11.02,14.993,16.197,15.896,15.748,16.229
914,ALB,PCPI,Albania,"Inflation, average consumer prices",3.391,3.385,4.594,14.976,27.706,33.958,36.605,41.266,54.953,66.298,66.556,66.582,68.66,72.231,73.938,76.058,77.855,79.7,82.059,84.775,86.667,89.8,92.892,94.783,96.608,98.167,100,101.282,103.295,105.39,106.878,108.38,110.195,112.785,115.807,119.2,122.776
914,ALB,PCPIPCH,Albania,"Inflation, average consumer prices",n/a,-0.18,35.717,225.996,85.005,22.565,7.794,12.734,33.167,20.646,0.389,0.039,3.12,5.202,2.363,2.867,2.363,2.37,2.96,3.31,2.231,3.615,3.443,2.036,1.925,1.613,1.868,1.282,1.987,2.029,1.411,1.405,1.675,2.35,2.68,2.93,3
914,ALB,PCPIE,Albania,"Inflation, end of period consumer prices",3.391,3.391,6.919,23.289,30.495,35.318,37.443,43.959,62.453,67.878,67.179,70.004,72.474,73.692,76.123,77.8,79.385,81.38,83.843,85.7,88.7,91.8,93.4,95.7,97.4,98.1,100,102.176,104.014,105.885,107.103,108.334,110.718,113.486,116.731,120.233,123.84
914,ALB,PCPIEPCH,Albania,"Inflation, end of period consumer prices",n/a,--,104.047,236.58,30.941,15.818,6.015,17.402,42.073,8.686,-1.029,4.205,3.527,1.681,3.298,2.204,2.038,2.513,3.027,2.215,3.501,3.495,1.743,2.463,1.776,0.719,1.937,2.176,1.798,1.799,1.15,1.15,2.2,2.5,2.86,3,3
914,ALB,FLIBOR6,Albania,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,TM_RPCH,Albania,Volume of imports of goods and services,--,0,0,0,0,0,0,--,-9.901,28.907,38.743,-3.432,23.272,11.868,8.409,10.704,8.434,5.343,18.929,3.513,-2.25,-9.309,3.622,-7.603,-0.609,5.419,0.075,8.3,5.994,5.766,4.721,-21.846,12.285,11.071,12.832,4.355,4.669
914,ALB,TMG_RPCH,Albania,Volume of Imports of goods,--,0,0,0,--,--,0,--,-10.186,31.411,30.279,-14.3,33.181,6.066,7.733,21.067,9.912,7.108,21.209,-0.734,-2.615,-10.942,3.788,-5.191,-1.303,6.113,2.169,9.436,4.331,4.233,3.461,-25.27,12.13,13.633,15.794,3.954,4.711
914,ALB,TX_RPCH,Albania,Volume of exports of goods and services,--,0,--,0,0,0,--,--,-19.051,24.363,88.951,16.254,23.9,3.878,9.51,20.63,6.026,12.57,16.986,-7.632,3.321,10.468,1.005,-0.41,8.286,3.312,5.272,10.402,10.101,3.467,1.699,-35.342,36.824,14.034,12.66,3.693,4.05
914,ALB,TXG_RPCH,Albania,Volume of exports of goods,--,0,0,0,0,--,--,--,-13.472,33.237,25.413,-7.088,23.048,8.253,25.15,24.013,2.948,5.256,19.958,-55.035,-15.636,60.923,12.187,23.249,26.697,-6.215,4.356,-0.285,-1.647,14.139,-8.454,-5.733,12.205,15.316,14.174,4.383,3.92
914,ALB,LUR,Albania,Unemployment rate,6.721,8.457,8.9,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.44,15.751,15,14.4,14.1,13.8,13.4,13.1,13.8,14,14,13.4,15.9,17.5,17.1,15.2,13.7,12.3,11.5,11.8,11.5,11.3,11,11,11
914,ALB,LE,Albania,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,LP,Albania,Population,3.228,3.287,3.267,3.247,3.227,3.208,3.188,3.168,3.148,3.129,3.109,3.089,3.06,3.051,3.04,3.027,3.011,2.993,2.97,2.947,2.928,2.913,2.905,2.9,2.895,2.889,2.881,2.876,2.873,2.866,2.87,2.865,2.861,2.856,2.851,2.847,2.842
914,ALB,GGR,Albania,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.956,103.238,125.387,130.642,145.639,154.595,167.224,184.355,204.533,226.283,252.291,290.078,298.487,320.653,330.449,330.384,323.709,366.569,377.545,403.131,430.397,449.389,460.314,384.224,452.459,494.724,527.91,558.561,592.1
914,ALB,GGR_NGDP,Albania,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.398,26.826,28.266,26.066,25.848,25.323,24.674,24.992,25.434,25.928,26.13,26.842,26.093,25.867,25.407,24.789,23.977,26.272,26.322,27.378,27.756,27.474,27.425,24.471,26.747,27.078,27.047,26.889,26.785
914,ALB,GGX,Albania,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100.391,141.437,164.607,169.596,184.163,192.517,201.152,222.439,232.339,254.762,282.987,342.86,373.832,364.29,376.183,376.241,394.117,442.718,435.698,429.073,451.989,471.407,493.165,516.462,532.35,541.995,567.816,600.047,634.791
914,ALB,GGX_NGDP,Albania,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.3,36.751,37.108,33.838,32.685,31.535,29.68,30.155,28.892,29.191,29.309,31.726,32.679,29.387,28.923,28.229,29.193,31.729,30.377,29.139,29.148,28.82,29.383,32.893,31.469,29.666,29.092,28.886,28.716
914,ALB,GGXCNL,Albania,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-39.434,-38.198,-39.22,-38.954,-38.524,-37.922,-33.928,-38.083,-27.806,-28.479,-30.695,-52.782,-75.345,-43.637,-45.734,-45.857,-70.408,-76.149,-58.153,-25.941,-21.592,-22.018,-32.851,-132.238,-79.891,-47.272,-39.906,-41.486,-42.691
914,ALB,GGXCNL_NGDP,Albania,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.902,-9.926,-8.841,-7.772,-6.837,-6.212,-5.006,-5.163,-3.458,-3.263,-3.179,-4.884,-6.586,-3.52,-3.516,-3.441,-5.215,-5.458,-4.054,-1.762,-1.392,-1.346,-1.957,-8.422,-4.723,-2.587,-2.045,-1.997,-1.931
